id_Siniestro; Importe pagado ;Estado;Fecha Siniestro;Mes;Año;Unidad de Negocio;Id_PAS;Localidad de Ocurrencia;CP;Provincia;Marca;Modelo;Versión;Año;Suma Asegurada
8226;$ 2.600.000,00;CERRADO;6/3/2024;Marzo;2024;Buenos Aires;2090;JOSE INGENIEROS (ESTACION FCGB. QUERANDI, PDO.LA M;1778;Buenos Aires;HONDA;BUSINESS;CG    150 TITAN;2019;$ 2.600.000,00
8950;$ 2.746.500,00;CERRADO;11/4/2024;Abril;2024;Buenos Aires;1180;SAN MARTIN (PDO. GRAL. SAN MAR;1650;Buenos Aires;HONDA;BUSINESS;CG    150 TITAN;2019;$ 2.746.500,00
9529;$ 2.325.533,00;CERRADO;11/5/2024;Mayo;2024;Buenos Aires;1483;LOMAS DE ZAMORA ESTAFETA No.1;1832;Buenos Aires;HONDA;BUSINESS;GLH 150;2022;$ 2.292.500,00
7185;$ 2.326.438,50;CERRADO;21/1/2024;Enero;2024;Buenos Aires;1180;DUMONT SANTOS 1701-3400;1426;C.A. de Buenos Aires;YAMAHA;TURISMO;150 FZ FI S;2018;$ 2.142.500,00
9374;$ 2.326.473,50;CERRADO;3/5/2024;Mayo;2024;Buenos Aires;158;SAN ISIDRO;1642;Buenos Aires;HONDA;BUSINESS;CG    150 TITAN;2017;$ 2.286.500,00
9207;$ 3.030.000,00;CERRADO;25/4/2024;Abril;2024;Buenos Aires;2225;VILLA BOSCH;1682;Buenos Aires;HONDA;BUSINESS;CG    150 TITAN;2020;$ 3.030.000,00
9227;$ 2.327.700,29;CERRADO;26/4/2024;Abril;2024;Buenos Aires;939;VILLA BALLESTER;1653;Buenos Aires;YAMAHA;TURISMO;160 FZ 16;2014;$ 1.726.500,00
7887;$ 2.328.435,00;CERRADO;20/2/2024;Febrero;2024;Buenos Aires;1072;C.A.B.A.;1000;C.A. de Buenos Aires;YAMAHA;TURISMO;150 FZ FI S;2018;$ 2.142.500,00
6306;$ 2.328.435,00;CERRADO;12/12/2023;Diciembre;2023;Buenos Aires;699;SAN JUSTO;1754;Buenos Aires;HONDA;BUSINESS;CG    150 TITAN;2021;$ 2.001.500,00
9791;$ 2.328.569,00;CERRADO;23/5/2024;Mayo;2024;Mendoza;2296;LAS HERAS;5539;Mendoza;HONDA;BUSINESS;CB    125 TWISTER;2022;$ 1.901.500,00
8034;$ 2.328.842,00;CERRADO;27/2/2024;Febrero;2024;USE;11;MERLO;1722;Buenos Aires;HONDA;ON OFF;XR  150 L;2018;$ 2.286.000,00
1615;$ 2.330.986,50;CERRADO;31/12/2022;Diciembre;2022;USE;11;MARTINEZ ESTAFETA No.2;1640;Buenos Aires;YAMAHA;-;300 MT 03;2018;$ 2.306.000,00
3921;$ 2.331.177,10;CERRADO;21/7/2023;Julio;2023;Buenos Aires;1359;LOMAS DE ZAMORA;1832;Buenos Aires;YAMAHA;STREET;250 FZ 25;2021;$ 2.100.000,00
9844;$ 2.331.452,30;CERRADO;26/5/2024;Mayo;2024;USE;11;SAN FERNANDO;1646;Buenos Aires;HONDA;BUSINESS;GLH 150;2021;$ 2.283.500,00
9859;$ 2.623.000,00;CERRADO;27/5/2024;Mayo;2024;La Plata;869;QUILMES OESTE;1879;Buenos Aires;HONDA;BUSINESS;CG    150 TITAN;2020;$ 2.623.000,00
4956;$ 2.332.401,60;CERRADO;29/9/2023;Septiembre;2023;Buenos Aires;1483;C.A.B.A.;1000;C.A. de Buenos Aires;HONDA;ON OFF;XR  250  TORNADO;2022;$ 1.918.500,00
8019;$ 2.333.952,30;CERRADO;26/2/2024;Febrero;2024;USE;11;MORENO;1740;Buenos Aires;HONDA;ON OFF;XR  150 L;2018;$ 2.286.000,00
9530;$ 2.336.000,00;CERRADO;11/5/2024;Mayo;2024;Buenos Aires;2127;MARTINEZ;1640;Buenos Aires;HONDA;BUSINESS;CB    125 TWISTER;2023;$ 2.006.500,00
8227;$ 2.337.435,00;CERRADO;6/3/2024;Marzo;2024;Buenos Aires;1952;DEAN FUNES 1201-2200;1244;C.A. de Buenos Aires;HONDA;BUSINESS;CG    150 NEW;2017;$ 2.309.000,00
3771;$ 2.338.273,40;CERRADO;10/7/2023;Julio;2023;Buenos Aires;122;VILLA LUZURIAGA;1754;Buenos Aires;HONDA;SPORT;CB 250 TWISTER (CBX);2023;$ 2.112.392,00
5260;$ 2.338.417,50;CERRADO;19/10/2023;Octubre;2023;Buenos Aires;671;LANUS;1824;Buenos Aires;BAJAJ;STREET;ROUSER 125 NS;2023;$ 988.500,00
9416;$ 2.338.761,30;CERRADO;5/5/2024;Mayo;2024;Buenos Aires;1072;LAMAS ANDRES 1101-2700;1416;C.A. de Buenos Aires;HONDA;BUSINESS;GLH 150;2022;$ 2.292.500,00
8736;$ 2.338.889,30;CERRADO;31/3/2024;Marzo;2024;Cordoba;2147;ALTA GRACIA;5186;Cordoba;HONDA;ON OFF;XR  150 L;2018;$ 2.047.168,00
9114;$ 2.590.993,00;CERRADO;20/4/2024;Abril;2024;La Plata;87;BERAZATEGUI;1884;Buenos Aires;HONDA;BUSINESS;WAVE  110S C/D;2023;$ 2.590.993,00
9739;$ 2.508.000,00;CERRADO;21/5/2024;Mayo;2024;La Plata;1405;LA PLATA;1900;Buenos Aires;HONDA;BUSINESS;WAVE  110S C/D;2024;$ 2.508.000,00
9287;$ 2.380.000,00;CERRADO;29/4/2024;Abril;2024;Buenos Aires;1662;RAMOS MEJIA;1704;Buenos Aires;HONDA;BUSINESS;WAVE  110S NEW BASE;2024;$ 2.380.000,00
7367;$ 2.341.084,00;CERRADO;29/1/2024;Enero;2024;Cordoba;1956;CORDOBA;5000;Cordoba;BAJAJ;STREET;ROUSER  200 NS;2017;$ 1.890.000,00
8951;$ 2.746.500,00;CERRADO;11/4/2024;Abril;2024;Buenos Aires;2176;BERNAL;1876;Buenos Aires;HONDA;BUSINESS;CG    150 TITAN;2019;$ 2.746.500,00
6512;$ 2.344.557,00;CERRADO;21/12/2023;Diciembre;2023;USE;11;VILLA SANTOS LUGARES;1676;Buenos Aires;BAJAJ;STREET;ROUSER  200 NS;2017;$ 1.905.000,00
6555;$ 2.345.580,40;CERRADO;23/12/2023;Diciembre;2023;Buenos Aires;1442;VILLA BOSCH;1682;Buenos Aires;BAJAJ;STREET;ROUSER  200 NS;2017;$ 1.905.000,00
9611;$ 2.346.569,00;CERRADO;15/5/2024;Mayo;2024;Mendoza;2279;LAS HERAS;5539;Mendoza;HONDA;BUSINESS;CG    150 TITAN;2018;$ 2.288.000,00
5512;$ 2.350.380,00;CERRADO;1/11/2023;Noviembre;2023;Buenos Aires;438;SAN MARTIN AVDA. 4001-5700;1417;C.A. de Buenos Aires;HONDA;ON OFF;XR  150 L;2023;$ 1.940.500,00
7418;$ 2.353.435,00;CERRADO;31/1/2024;Enero;2024;Buenos Aires;1202;LOMAS DE ZAMORA;1832;Buenos Aires;HONDA;BUSINESS;WAVE  110S C/D;2023;$ 1.937.500,00
6784;$ 2.357.035,00;CERRADO;3/1/2024;Enero;2024;Buenos Aires;1852;SAN MIGUEL;1663;Buenos Aires;HONDA;ON OFF;XR  150 L;2023;$ 1.940.500,00
7888;$ 2.358.601,50;CERRADO;20/2/2024;Febrero;2024;USE;11;HAEDO;1706;Buenos Aires;BAJAJ;STREET;V 15    150 VIKRANT;2019;$ 2.281.000,00
8502;$ 2.359.084,00;CERRADO;20/3/2024;Marzo;2024;Cordoba;2120;CORDOBA;5000;Cordoba;BAJAJ;STREET;ROUSER  200 NS;2017;$ 1.905.000,00
9677;$ 3.077.000,00;CERRADO;18/5/2024;Mayo;2024;USE;11;JOSE LEON SUAREZ;1655;Buenos Aires;BAJAJ;STREET;ROUSER 125 NS;2021;$ 3.077.000,00
9084;$ 2.366.003,00;CERRADO;19/4/2024;Abril;2024;Rosario;1547;SAN LORENZO;2200;Santa Fe;HONDA;BUSINESS;WAVE  110S NEW BASE;2024;$ 1.998.000,00
5607;$ 2.367.702,00;CERRADO;7/11/2023;Noviembre;2023;Buenos Aires;1180;VILLA SANTOS LUGARES;1676;Buenos Aires;KTM;TOURING;DUKE 200 NAKED;2023;$ 1.950.000,00
5150;$ 2.369.096,40;CERRADO;12/10/2023;Octubre;2023;Buenos Aires;626;JOSE LEON SUAREZ;1655;Buenos Aires;HONDA;SPORT;CB 250 TWISTER (CBX);2018;$ 1.864.500,00
6123;$ 2.369.280,00;CERRADO;3/12/2023;Diciembre;2023;Buenos Aires;1749;VILLA DE MAYO;1614;Buenos Aires;YAMAHA;TURISMO;150 FZ FI S;2022;$ 2.040.000,00
8647;$ 2.500.000,00;CERRADO;27/3/2024;Marzo;2024;Buenos Aires;236;MARIANO ACOSTA;1723;Buenos Aires;HONDA;BUSINESS;CB    125 TWISTER;2023;$ 2.500.000,00
9931;$ 2.374.240,70;CERRADO;30/5/2024;Mayo;2024;Mendoza;2314;CAÑUELAS;1814;Buenos Aires;HONDA;BUSINESS;CG    150 TITAN;2018;$ 2.288.000,00
6286;$ 2.374.653,60;CERRADO;11/12/2023;Diciembre;2023;La Plata;262;LA PLATA;1900;Buenos Aires;KTM;TOURING;DUKE 200 NAKED;2017;$ 1.926.678,00
5220;$ 2.375.116,80;CERRADO;17/10/2023;Octubre;2023;Buenos Aires;45;MERLO;1722;Buenos Aires;BAJAJ;STREET;ROUSER  200 NS;2021;$ 2.028.500,00
5913;$ 2.376.879,00;CERRADO;23/11/2023;Noviembre;2023;USE;11;MORON;1708;Buenos Aires;HONDA;ON OFF;XR  150 L;2023;$ 1.940.500,00
3481;$ 2.376.920,00;CERRADO;16/6/2023;Junio;2023;La Plata;810;C.A.B.A.;1000;C.A. de Buenos Aires;HONDA;ON OFF;NX  400 FALCON;2013;$ 2.319.500,00
8605;$ 2.377.394,30;CERRADO;25/3/2024;Marzo;2024;USE;11;LANUS ESTE;1824;Buenos Aires;HONDA;BUSINESS;CG    150 TITAN;2015;$ 2.305.000,00
9792;$ 2.379.431,40;CERRADO;23/5/2024;Mayo;2024;Buenos Aires;1330;LA TABLADA;1766;Buenos Aires;SUZUKI;SPORT;GIXXER 150 (GSX);2020;$ 2.088.000,00
1413;$ 2.382.705,00;CERRADO;15/12/2022;Diciembre;2022;Buenos Aires;26;LA PLATA AVDA. 1-300;1184;C.A. de Buenos Aires;HUSQVARNA;STREET;SVARTPILEN 401;2021;$ 2.370.000,00
8934;$ 2.384.388,80;CERRADO;10/4/2024;Abril;2024;USE;11;MONTE GRANDE;1842;Buenos Aires;HONDA;BUSINESS;CG    150 TITAN;2017;$ 2.286.500,00
8425;$ 2.384.595,00;CERRADO;16/3/2024;Marzo;2024;Buenos Aires;1442;CASTELAR;1712;Buenos Aires;HONDA;BUSINESS;GLH 150;2023;$ 2.187.500,00
9085;$ 2.385.985,30;CERRADO;19/4/2024;Abril;2024;USE;11;CORDOBA;5000;Cordoba;HONDA;BUSINESS;CG    150 TITAN;2015;$ 2.305.000,00
3302;$ 2.564.500,00;CERRADO;31/5/2023;Mayo;2023;Mendoza;1222;GODOY CRUZ;5501;Mendoza;HONDA;ON OFF;NX  400 FALCON;2013;$ 2.564.500,00
9564;$ 3.405.500,00;CERRADO;13/5/2024;Mayo;2024;Buenos Aires;250;MORENO;1740;Buenos Aires;BAJAJ;STREET;ROUSER 125 NS;2022;$ 3.405.500,00
8771;$ 2.390.500,00;CERRADO;2/4/2024;Abril;2024;Buenos Aires;2153;QUILMES;1878;Buenos Aires;HONDA;BUSINESS;WAVE  110S C/D;2024;$ 2.390.500,00
7861;$ 2.391.000,00;CERRADO;19/2/2024;Febrero;2024;Neuquen;2038;RANELAGH;1886;Buenos Aires;HONDA;BUSINESS;GLH 150;2023;$ 2.089.000,00
8385;$ 2.391.187,30;CERRADO;14/3/2024;Marzo;2024;USE;11;RIVADAVIA AVDA. 7801-10000;1407;C.A. de Buenos Aires;HONDA;ON OFF;XR  150 L;2019;$ 1.929.000,00
7784;$ 2.393.606,60;CERRADO;16/2/2024;Febrero;2024;La Plata;25;LA PLATA;1900;Buenos Aires;YAMAHA;SCOOTER;125 LCX FASCINO;2021;$ 1.925.000,00
4924;$ 2.394.180,00;CERRADO;27/9/2023;Septiembre;2023;Buenos Aires;68;VILLA DE MAYO;1614;Buenos Aires;HONDA;SPORT;CBX 250 TWISTER;2014;$ 1.977.000,00
4676;$ 2.394.480,00;CERRADO;11/9/2023;Septiembre;2023;Mar del Plata;1488;MAR DEL PLATA;7600;Buenos Aires;BAJAJ;STREET;DOMINAR 400 NEW 2019;2020;$ 1.980.000,00
9314;$ 3.078.000,00;CERRADO;30/4/2024;Abril;2024;Buenos Aires;606;QUILMES;1878;Buenos Aires;BAJAJ;STREET;ROUSER 125 NS;2022;$ 3.078.000,00
9008;$ 2.396.412,30;CERRADO;15/4/2024;Abril;2024;USE;11;PASO DEL REY;1742;Buenos Aires;YAMAHA;TURISMO;150 FZ FI S;2019;$ 1.957.050,00
8912;$ 2.397.033,00;CERRADO;9/4/2024;Abril;2024;Concepcion del Uruguay;706;ZARATE;2800;Buenos Aires;HONDA;BUSINESS;WAVE  110S C/D;2023;$ 2.364.000,00
5366;$ 2.399.255,00;CERRADO;25/10/2023;Octubre;2023;Buenos Aires;1614;BARRIO EL OMBU (PONTEVEDRA, PD;1761;Buenos Aires;BAJAJ;STREET;ROUSER  200 NS;2023;$ 2.380.500,00
7916;$ 2.468.750,00;CERRADO;21/2/2024;Febrero;2024;Buenos Aires;18;LOS POLVORINES;1613;Buenos Aires;YAMAHA;TURISMO;150 FZ FI S;2020;$ 2.468.750,00
6486;$ 2.400.680,00;CERRADO;20/12/2023;Diciembre;2023;La Plata;1738;LA PLATA;1900;Buenos Aires;HONDA;BUSINESS;CG    150 TITAN;2018;$ 2.360.000,00
9913;$ 2.400.809,00;CERRADO;29/5/2024;Mayo;2024;Buenos Aires;861;TESEI;1688;Buenos Aires;HONDA;BUSINESS;GLH 150;2023;$ 2.229.500,00
7689;$ 2.402.095,00;CERRADO;12/2/2024;Febrero;2024;Buenos Aires;2001;FALCON RAMON L. CNEL. 5401-7300;1408;C.A. de Buenos Aires;HONDA;BUSINESS;CG    150 TITAN;2017;$ 2.378.500,00
6751;$ 2.404.442,00;CERRADO;1/1/2024;Enero;2024;Buenos Aires;635;TRISTAN SUAREZ;1806;Buenos Aires;BAJAJ;STREET;ROUSER  200 NS;2015;$ 2.171.500,00
1671;$ 2.404.972,00;CERRADO;6/1/2023;Enero;2023;Buenos Aires;778;MERLO;1722;Buenos Aires;KTM;TOURING;DUKE 390 NAKED;2018;$ 2.035.000,00
8035;$ 2.861.000,00;CERRADO;27/2/2024;Febrero;2024;Buenos Aires;594;BEAZLEY 3501-4000;1437;C.A. de Buenos Aires;HONDA;BUSINESS;CG    150 TITAN;2021;$ 2.861.000,00
8648;$ 2.406.659,70;CERRADO;27/3/2024;Marzo;2024;Buenos Aires;1254;CASTELAR;1712;Buenos Aires;HONDA;BUSINESS;GLH 150;2023;$ 0,00
8649;$ 2.408.952,30;CERRADO;27/3/2024;Marzo;2024;USE;11;ITUZAINGO;3302;Buenos Aires;HONDA;BUSINESS;GLH 150;2022;$ 1.968.500,00
9551;$ 2.808.000,00;CERRADO;12/5/2024;Mayo;2024;USE;11;PERON EVA AVDA. 4901-7500;1439;C.A. de Buenos Aires;BAJAJ;STREET;ROUSER 125 NS;2022;$ 2.808.000,00
6424;$ 2.410.600,00;CERRADO;17/12/2023;Diciembre;2023;USE;11;LAS HERAS;5539;Mendoza;BAJAJ;STREET;ROUSER  200 NS;2018;$ 1.975.000,00
4907;$ 2.411.505,00;CERRADO;26/9/2023;Septiembre;2023;Buenos Aires;26;C.A.B.A.;1000;C.A. de Buenos Aires;KTM;TOURING;DUKE 200 NAKED;2022;$ 1.999.000,00
9335;$ 2.413.000,00;CERRADO;1/5/2024;Mayo;2024;Buenos Aires;914;TEMPERLEY;1834;Buenos Aires;HONDA;BUSINESS;GLH 150;2023;$ 2.413.000,00
8205;$ 2.413.300,00;CERRADO;5/3/2024;Marzo;2024;Buenos Aires;750;LA MATANZA;1774;Buenos Aires;BAJAJ;STREET;ROUSER 125 NS;2023;$ 2.373.500,00
4505;$ 2.415.890,00;CERRADO;30/8/2023;Agosto;2023;Buenos Aires;1093;JOSE LEON SUAREZ;1655;Buenos Aires;HONDA;SPORT;CBX 250 TWISTER;2018;$ 2.337.500,00
9431;$ 2.416.152,30;CERRADO;6/5/2024;Mayo;2024;USE;11;JOSE C. PAZ;1665;Buenos Aires;GILERA;BUSINESS;SMASH 110;2023;$ 1.973.500,00
8849;$ 2.416.533,00;CERRADO;6/4/2024;Abril;2024;Buenos Aires;1749;JOSE LEON SUAREZ;1655;Buenos Aires;YAMAHA;TURISMO;150 FZ FI S;2020;$ 2.383.500,00
1047;$ 2.417.374,00;CERRADO;4/11/2022;Noviembre;2022;USE;11;EZEIZA;1804;Buenos Aires;KAWASAKI;SUPER SPORT;ER6N 650;2006;$ 2.406.000,00
9375;$ 2.417.983,50;CERRADO;3/5/2024;Mayo;2024;Buenos Aires;861;GONZALEZ CATAN;1759;Buenos Aires;HONDA;BUSINESS;GLH 150;2023;$ 2.413.000,00
8254;$ 2.418.935,00;CERRADO;7/3/2024;Marzo;2024;Buenos Aires;487;ZARATE;2800;Buenos Aires;HONDA;BUSINESS;WAVE  110S C/D;2024;$ 2.390.500,00
9711;$ 2.422.569,00;CERRADO;20/5/2024;Mayo;2024;Mar del Plata;234;ROSARIO;2000;Santa Fe;HONDA;BUSINESS;WAVE  110S C/D;2023;$ 2.364.000,00
7393;$ 2.423.595,00;CERRADO;30/1/2024;Enero;2024;Buenos Aires;1483;JOSE C. PAZ;1665;Buenos Aires;HONDA;BUSINESS;CG    150 TITAN;2016;$ 2.276.000,00
9469;$ 2.424.033,00;CERRADO;8/5/2024;Mayo;2024;Buenos Aires;1345;MERLO;1722;Buenos Aires;HONDA;BUSINESS;GLH 150;2023;$ 2.298.000,00
9845;$ 2.425.695,30;CERRADO;26/5/2024;Mayo;2024;USE;11;LAMAS ANDRES 1101-2700;1416;C.A. de Buenos Aires;HONDA;BUSINESS;CG    150 NEW;2020;$ 2.343.500,00
4146;$ 2.426.600,00;CERRADO;6/8/2023;Agosto;2023;Buenos Aires;1402;FLORIDA OESTE;1604;Buenos Aires;YAMAHA;STREET;250 FZ 25;2020;$ 1.705.500,00
5795;$ 2.428.755,00;CERRADO;17/11/2023;Noviembre;2023;Cordoba;1688;CORDOBA;5000;Cordoba;CITYCOCO;-;EMOTION DUO;2022;$ 583.080,00
8320;$ 2.653.000,00;CERRADO;10/3/2024;Marzo;2024;USE;11;MAR DEL PLATA;7600;Buenos Aires;HONDA;ON OFF;XR  150 L;2019;$ 2.653.000,00
1616;$ 2.430.024,00;CERRADO;31/12/2022;Diciembre;2022;Buenos Aires;228;MORON;1708;Buenos Aires;YAMAHA;-;300 MT 03;2017;$ 2.400.549,00
9813;$ 2.465.000,00;CERRADO;24/5/2024;Mayo;2024;Buenos Aires;2299;SANTO TOME;3016;Santa Fe;YAMAHA;TURISMO;160 FZ FI;2018;$ 2.465.000,00
8405;$ 2.533.000,00;CERRADO;15/3/2024;Marzo;2024;Buenos Aires;1072;VILLA BALLESTER;1653;Buenos Aires;YAMAHA;STREET;125 YBR Z;2022;$ 2.533.000,00
8556;$ 2.436.983,50;CERRADO;23/3/2024;Marzo;2024;Buenos Aires;2128;MORENO 1-1400;1091;C.A. de Buenos Aires;YAMAHA;TURISMO;150 FZ FI S;2017;$ 1.990.000,00
8097;$ 2.437.072,00;CERRADO;29/2/2024;Febrero;2024;Mar del Plata;2069;MAR DEL PLATA;7600;Buenos Aires;HONDA;ON OFF;XR  150 L;2019;$ 2.275.000,00
9394;$ 2.482.000,00;CERRADO;4/5/2024;Mayo;2024;Mendoza;2155;LAS HERAS;5539;Mendoza;HONDA;BUSINESS;WAVE  110S C/D;2023;$ 2.482.000,00
6848;$ 2.439.435,00;CERRADO;6/1/2024;Enero;2024;Buenos Aires;1072;MORON;1708;Buenos Aires;HONDA;ON OFF;XR  150 L;2019;$ 2.411.000,00
9064;$ 2.439.752,30;CERRADO;18/4/2024;Abril;2024;USE;11;INDEPENDENCIA AVDA. 1801-3500;1225;C.A. de Buenos Aires;HONDA;BUSINESS;GLH 150;2022;$ 2.183.500,00
8537;$ 2.440.309,00;CERRADO;22/3/2024;Marzo;2024;Buenos Aires;624;CASTELAR;1712;Buenos Aires;HONDA;BUSINESS;GLH 150;2024;$ 2.400.500,00
9376;$ 2.748.000,00;CERRADO;3/5/2024;Mayo;2024;Buenos Aires;699;HAEDO;1706;Buenos Aires;HONDA;BUSINESS;CG    150 TITAN;2021;$ 2.748.000,00
5059;$ 2.442.635,94;CERRADO;6/10/2023;Octubre;2023;Buenos Aires;1359;BERNAL;1876;Buenos Aires;HONDA;ON OFF;XR  250  TORNADO;2017;$ 1.598.000,00
6785;$ 2.442.835,00;CERRADO;3/1/2024;Enero;2024;Buenos Aires;378;JOSE C. PAZ;1665;Buenos Aires;HONDA;SPORT;CBX 250 TWISTER;2014;$ 2.012.000,00
4638;$ 2.442.852,88;CERRADO;9/9/2023;Septiembre;2023;USE;11;C.A.B.A.;1000;C.A. de Buenos Aires;KTM;TOURING;DUKE 200 NAKED;2021;$ 1.633.500,00
1219;$ 2.444.198,40;CERRADO;24/11/2022;Noviembre;2022;Buenos Aires;26;LOMAS DE ZAMORA;1832;Buenos Aires;KTM;STREET;DUKE 200 NG NAKED;2022;$ 2.387.000,00
3876;$ 2.445.600,00;CERRADO;18/7/2023;Julio;2023;Buenos Aires;26;CIPOLLETTI;8324;Rio Negro;CF MOTO;TOURING;NK 300;2023;$ 2.038.000,00
8809;$ 2.447.569,00;CERRADO;4/4/2024;Abril;2024;Rosario;2159;ROSARIO;2000;Santa Fe;HONDA;BUSINESS;GLH 150;2023;$ 2.298.000,00
7567;$ 3.138.000,00;CERRADO;6/2/2024;Febrero;2024;USE;8;FLORENCIO VARELA;1888;Buenos Aires;HONDA;BUSINESS;CG    150 TITAN;2018;$ 3.138.000,00
9712;$ 2.453.385,30;CERRADO;20/5/2024;Mayo;2024;USE;11;CABALLITO 1401-1500;1406;C.A. de Buenos Aires;HONDA;BUSINESS;WAVE  110S C/D;2023;$ 1.977.000,00
8036;$ 2.456.590,50;CERRADO;27/2/2024;Febrero;2024;Buenos Aires;650;LANUS;1824;Buenos Aires;HONDA;ON OFF;XR  150 L;2019;$ 2.412.000,00
7666;$ 2.456.857,00;CERRADO;11/2/2024;Febrero;2024;Buenos Aires;638;SAN ISIDRO;1642;Buenos Aires;HONDA;SPORT;CB    190R REPSOL;2021;$ 2.418.500,00
7998;$ 2.458.084,00;CERRADO;25/2/2024;Febrero;2024;Cordoba;2058;CORDOBA;5000;Cordoba;HONDA;BUSINESS;CG    150 TITAN;2017;$ 2.385.000,00
8206;$ 2.861.000,00;CERRADO;5/3/2024;Marzo;2024;La Plata;869;QUILMES OESTE;1879;Buenos Aires;HONDA;BUSINESS;CG    150 TITAN;2021;$ 2.861.000,00
9634;$ 2.526.500,00;CERRADO;16/5/2024;Mayo;2024;Cordoba;2116;CASEROS (PDO. 3 DE FEBRERO);1678;Buenos Aires;MONDIAL;ENDURO;250 TD;2024;$ 2.526.500,00
6265;$ 2.462.635,00;CERRADO;10/12/2023;Diciembre;2023;Buenos Aires;1025;VILLA BOSCH;1682;Buenos Aires;BAJAJ;STREET;ROUSER  200 NS;2021;$ 2.028.500,00
2652;$ 2.464.325,05;CERRADO;31/3/2023;Marzo;2023;Buenos Aires;26;BAHIA BLANCA;8000;Buenos Aires;BAJAJ;STREET;DOMINAR 400 NEW 2019;2022;$ 1.744.000,00
3362;$ 2.465.360,80;CERRADO;5/6/2023;Junio;2023;USE;11;BERAZATEGUI;1884;Buenos Aires;YAMAHA;ENDURO;250 XTZ;2021;$ 2.299.000,00
8126;$ 3.159.000,00;CERRADO;1/3/2024;Marzo;2024;Buenos Aires;2073;C.A.B.A.;1000;C.A. de Buenos Aires;HONDA;SPORT;CBX 250 TWISTER;2013;$ 3.159.000,00
8228;$ 2.467.261,30;CERRADO;6/3/2024;Marzo;2024;USE;11;PASO DEL REY;1742;Buenos Aires;HONDA;BUSINESS;CB    125 TWISTER;2023;$ 2.361.000,00
6225;$ 2.467.337,00;CERRADO;8/12/2023;Diciembre;2023;USE;11;EZPELETA;1882;Buenos Aires;HONDA;BUSINESS;CG    150 TITAN;2020;$ 2.006.000,00
3847;$ 2.475.000,00;CERRADO;16/7/2023;Julio;2023;Buenos Aires;1341;C.A.B.A.;1000;C.A. de Buenos Aires;KTM;STREET;DUKE 250 NAKED;2019;$ 2.062.500,00
1486;$ 2.478.000,00;CERRADO;20/12/2022;Diciembre;2022;Buenos Aires;26;PACHECO 1801-3600;1431;C.A. de Buenos Aires;HUSQVARNA;STREET;SVARTPILEN 401;2021;$ 2.370.000,00
9582;$ 3.896.500,00;CERRADO;14/5/2024;Mayo;2024;Buenos Aires;1538;JOSE C. PAZ;1665;Buenos Aires;HONDA;SPORT;CBX 250 TWISTER;2013;$ 3.896.500,00
9288;$ 2.480.985,30;CERRADO;29/4/2024;Abril;2024;USE;11;MONTE GRANDE;1842;Buenos Aires;HONDA;BUSINESS;GLH 150;2023;$ 2.089.000,00
6124;$ 2.484.180,00;CERRADO;3/12/2023;Diciembre;2023;Neuquen;292;NEUQUEN;8300;Neuquen;BAJAJ;STREET;DOMINAR 250;2022;$ 2.052.000,00
7889;$ 2.745.000,00;CERRADO;20/2/2024;Febrero;2024;Buenos Aires;517;PILAR;1629;Buenos Aires;BENELLI;STREET;TNT 150;2023;$ 2.745.000,00
9885;$ 2.673.500,00;CERRADO;28/5/2024;Mayo;2024;USE;11;HAEDO;1706;Buenos Aires;HONDA;BUSINESS;CG    150 NEW;2021;$ 2.673.500,00
7228;$ 2.486.035,00;CERRADO;23/1/2024;Enero;2024;Mendoza;479;RODEO DEL MEDIO;5529;Mendoza;HONDA;SPORT;CB    190R REPSOL;2019;$ 2.193.500,00
5779;$ 2.487.100,00;CERRADO;16/11/2023;Noviembre;2023;Buenos Aires;1685;WARNES AVDA. 1-1300;1414;C.A. de Buenos Aires;HONDA;ON OFF;XR 190 L (ARG);2023;$ 1.776.500,00
6102;$ 2.487.180,00;CERRADO;2/12/2023;Diciembre;2023;Buenos Aires;1746;GENERAL RODRIGUEZ;1748;Buenos Aires;KTM;TOURING;DUKE 200 NAKED;2018;$ 2.054.500,00
5446;$ 2.488.164,20;CERRADO;29/10/2023;Octubre;2023;Buenos Aires;340;NOGOYA 2401-5300;1417;C.A. de Buenos Aires;BAJAJ;STREET;DOMINAR 250;2023;$ 2.057.841,00
8098;$ 2.488.500,00;CERRADO;29/2/2024;Febrero;2024;Buenos Aires;161;CASEROS (PDO. 3 DE FEBRERO);1678;Buenos Aires;HONDA;BUSINESS;WAVE  110S C/D;2024;$ 2.488.500,00
8037;$ 2.489.004,80;CERRADO;27/2/2024;Febrero;2024;USE;11;VILLA SANTOS LUGARES;1676;Buenos Aires;HONDA;BUSINESS;CG    150 NEW;2019;$ 2.412.500,00
7203;$ 2.945.000,00;CERRADO;22/1/2024;Enero;2024;Buenos Aires;256;MORENO;1740;Buenos Aires;HONDA;BUSINESS;CG    150 NEW;2022;$ 2.945.000,00
6307;$ 2.489.755,00;CERRADO;12/12/2023;Diciembre;2023;Buenos Aires;1483;GENERAL RODRIGUEZ;1748;Buenos Aires;HONDA;BUSINESS;CG    150 TITAN;2018;$ 2.360.000,00
8426;$ 2.600.000,00;CERRADO;16/3/2024;Marzo;2024;Buenos Aires;2115;QUILMES OESTE;1879;Buenos Aires;HONDA;BUSINESS;CG    150 TITAN;2019;$ 2.600.000,00
